audio_id,audio_path,speaker_id,speaker_gender,emotion,emotion_index,emotion_detail,service_emotion,emotion_source,transcript,transcript_source,duration_s,sample_rate,channels,audio_rms,audio_peak,audio_zero_crossing_rate,spectral_centroid_hz,pitch_hz,pitch_confidence
f2001_000037,small/F2001.tar!F2001/wav_48000/F2001_000037.wav,F2001,female,joy,3,"즐거운, 기쁜, 행복한",normal,skt_index,,,8.1270,44100,1,0.0476953,0.453125,0.0546458,2954.5930,262.5000,0.2936
f2001_000038,small/F2001.tar!F2001/wav_48000/F2001_000038.wav,F2001,female,joy,3,"즐거운, 기쁜, 행복한",normal,skt_index,,,3.5759,44100,1,0.0265509,0.24231,0.0476363,3144.9338,190.9091,0.8273
f2001_000039,small/F2001.tar!F2001/wav_48000/F2001_000039.wav,F2001,female,joy,3,"즐거운, 기쁜, 행복한",normal,skt_index,,,8.7307,44100,1,0.0369824,0.43454,0.0471141,2467.5130,150.0000,0.1533
f2001_000040,small/F2001.tar!F2001/wav_48000/F2001_000040.wav,F2001,female,joy,3,"즐거운, 기쁜, 행복한",normal,skt_index,,,5.1548,44100,1,0.0364876,0.378143,0.0340127,2020.3262,210.0000,0.7496
f2001_000041,small/F2001.tar!F2001/wav_48000/F2001_000041.wav,F2001,female,sad,4,슬픈,frustrated,skt_index,,,3.2972,44100,1,0.049645,0.540375,0.0427627,2907.6767,408.3333,0.2588
f2001_000042,small/F2001.tar!F2001/wav_48000/F2001_000042.wav,F2001,female,sad,4,슬픈,frustrated,skt_index,,,6.3158,44100,1,0.0721379,0.820984,0.0556212,2995.7520,249.1525,0.3397
f2001_000043,small/F2001.tar!F2001/wav_48000/F2001_000043.wav,F2001,female,sad,4,슬픈,frustrated,skt_index,,,9.1487,44100,1,0.0771815,0.904999,0.0619028,3821.8236,334.0909,0.2903
f2001_000044,small/F2001.tar!F2001/wav_48000/F2001_000044.wav,F2001,female,sad,4,슬픈,frustrated,skt_index,,,6.0836,44100,1,0.0601787,0.482269,0.0642111,2421.9691,219.4030,0.6894
f2001_000045,small/F2001.tar!F2001/wav_48000/F2001_000045.wav,F2001,female,sad,4,슬픈,frustrated,skt_index,,,8.3592,44100,1,0.057074,0.611542,0.0525473,2384.8438,334.0909,0.5298
f2001_000046,small/F2001.tar!F2001/wav_48000/F2001_000046.wav,F2001,female,sad,4,슬픈,frustrated,skt_index,,,4.5047,44100,1,0.0738621,0.570221,0.0614029,3115.2585,420.0000,0.4954
f2001_000047,small/F2001.tar!F2001/wav_48000/F2001_000047.wav,F2001,female,sad,4,슬픈,frustrated,skt_index,,,5.4335,44100,1,0.110261,0.667725,0.0757841,2811.3584,341.8605,0.4462
f2001_000048,small/F2001.tar!F2001/wav_48000/F2001_000048.wav,F2001,female,sad,4,슬픈,frustrated,skt_index,,,4.3654,44100,1,0.033734,0.290222,0.0504646,2646.2514,222.7273,0.6630
f2001_000049,small/F2001.tar!F2001/wav_48000/F2001_000049.wav,F2001,female,sad,4,슬픈,frustrated,skt_index,,,5.6657,44100,1,0.0540395,0.56015,0.0498889,2325.2550,,0.0793
f2001_000050,small/F2001.tar!F2001/wav_48000/F2001_000050.wav,F2001,female,sad,4,슬픈,frustrated,skt_index,,,3.9474,44100,1,0.0235434,0.187164,0.0431815,2697.3532,170.9302,0.5723
f2001_000051,small/F2001.tar!F2001/wav_48000/F2001_000051.wav,F2001,female,serious,5,"단호한, 명령하듯 말하는",frustrated,skt_index,,,3.1115,44100,1,0.0214474,0.163574,0.0485078,3112.9935,408.3333,0.3441
f2001_000052,small/F2001.tar!F2001/wav_48000/F2001_000052.wav,F2001,female,serious,5,"단호한, 명령하듯 말하는",frustrated,skt_index,,,4.7833,44100,1,0.0222604,0.228058,0.0541663,3576.5955,183.7500,0.4301
f2001_000053,small/F2001.tar!F2001/wav_48000/F2001_000053.wav,F2001,female,serious,5,"단호한, 명령하듯 말하는",frustrated,skt_index,,,3.9474,44100,1,0.0546824,0.613373,0.0599785,2918.6662,367.5000,0.5480
f2001_000054,small/F2001.tar!F2001/wav_48000/F2001_000054.wav,F2001,female,serious,5,"단호한, 명령하듯 말하는",frustrated,skt_index,,,6.9195,44100,1,0.0410359,0.385651,0.0509387,2454.8934,288.2353,0.8095
f2001_000055,small/F2001.tar!F2001/wav_48000/F2001_000055.wav,F2001,female,serious,5,"단호한, 명령하듯 말하는",frustrated,skt_index,,,8.7771,44100,1,0.0225311,0.222534,0.0540728,3606.8741,267.2727,0.8604
f2001_000056,small/F2001.tar!F2001/wav_48000/F2001_000056.wav,F2001,female,serious,5,"단호한, 명령하듯 말하는",frustrated,skt_index,,,9.4737,44100,1,0.0350069,0.325867,0.0761912,3213.6295,358.5366,0.3434
f2001_000057,small/F2001.tar!F2001/wav_48000/F2001_000057.wav,F2001,female,serious,5,"단호한, 명령하듯 말하는",frustrated,skt_index,,,7.1053,44100,1,0.0262684,0.247192,0.043671,2516.8159,420.0000,0.6732
f2001_000058,small/F2001.tar!F2001/wav_48000/F2001_000058.wav,F2001,female,serious,5,"단호한, 명령하듯 말하는",frustrated,skt_index,,,5.5263,44100,1,0.0614343,0.492035,0.0440029,2448.2087,397.2973,0.5154
f2001_000059,small/F2001.tar!F2001/wav_48000/F2001_000059.wav,F2001,female,serious,5,"단호한, 명령하듯 말하는",frustrated,skt_index,,,5.7585,44100,1,0.0338812,0.296448,0.0631618,3116.9520,240.9836,0.4098
f2001_000060,small/F2001.tar!F2001/wav_48000/F2001_000060.wav,F2001,female,serious,5,"단호한, 명령하듯 말하는",frustrated,skt_index,,,4.7369,44100,1,0.030123,0.305084,0.0589196,3133.4031,294.0000,0.5995
f2001_000061,small/F2001.tar!F2001/wav_48000/F2001_000061.wav,F2001,female,anxious,6,"걱정, 근심, 염려하는",frustrated,skt_index,,,7.3839,44100,1,0.0246513,0.23111,0.0576665,2769.7790,306.2500,0.2703
f2001_000062,small/F2001.tar!F2001/wav_48000/F2001_000062.wav,F2001,female,anxious,6,"걱정, 근심, 염려하는",frustrated,skt_index,,,5.0620,44100,1,0.0246865,0.288361,0.0427226,2213.7590,226.1538,0.3873
f2001_000063,small/F2001.tar!F2001/wav_48000/F2001_000063.wav,F2001,female,anxious,6,"걱정, 근심, 염려하는",frustrated,skt_index,,,7.2911,44100,1,0.0174794,0.170349,0.0755625,4236.6853,193.4211,0.8649
f2001_000064,small/F2001.tar!F2001/wav_48000/F2001_000064.wav,F2001,female,anxious,6,"걱정, 근심, 염려하는",frustrated,skt_index,,,5.5263,44100,1,0.0227918,0.214508,0.0575928,3924.7233,219.4030,0.9259
f2001_000065,small/F2001.tar!F2001/wav_48000/F2001_000065.wav,F2001,female,anxious,6,"걱정, 근심, 염려하는",frustrated,skt_index,,,5.0620,44100,1,0.030876,0.216766,0.0482505,2001.2691,272.2222,0.4296
f2001_000066,small/F2001.tar!F2001/wav_48000/F2001_000066.wav,F2001,female,anxious,6,"걱정, 근심, 염려하는",frustrated,skt_index,,,5.9907,44100,1,0.0312197,0.34845,0.0448274,2181.0527,179.2683,0.5468
f2001_000067,small/F2001.tar!F2001/wav_48000/F2001_000067.wav,F2001,female,anxious,6,"걱정, 근심, 염려하는",frustrated,skt_index,,,4.0867,44100,1,0.0139999,0.109955,0.0561416,3184.4578,222.7273,0.5697
f2001_000068,small/F2001.tar!F2001/wav_48000/F2001_000068.wav,F2001,female,anxious,6,"걱정, 근심, 염려하는",frustrated,skt_index,,,8.0341,44100,1,0.023765,0.216583,0.0509282,2931.7214,140.0000,0.4811
f2001_000069,small/F2001.tar!F2001/wav_48000/F2001_000069.wav,F2001,female,anxious,6,"걱정, 근심, 염려하는",frustrated,skt_index,,,5.0155,44100,1,0.0248704,0.200439,0.0474539,3132.8600,229.6875,0.4910
f2001_000070,small/F2001.tar!F2001/wav_48000/F2001_000070.wav,F2001,female,anxious,6,"걱정, 근심, 염려하는",frustrated,skt_index,,,4.7369,44100,1,0.0295683,0.256744,0.0476747,3249.3910,190.9091,0.6276
f2001_000071,small/F2001.tar!F2001/wav_48000/F2001_000071.wav,F2001,female,kind,7,"상냥한, 친절한, 공손한",normal,skt_index,,,5.6192,44100,1,0.0446275,0.678528,0.0484893,2403.2120,376.9231,0.1950
f2001_000072,small/F2001.tar!F2001/wav_48000/F2001_000072.wav,F2001,female,kind,7,"상냥한, 친절한, 공손한",normal,skt_index,,,3.2508,44100,1,0.0624271,0.515381,0.0407439,2803.0816,420.0000,0.3446
f2001_000073,small/F2001.tar!F2001/wav_48000/F2001_000073.wav,F2001,female,kind,7,"상냥한, 친절한, 공손한",normal,skt_index,,,5.6192,44100,1,0.0647509,0.666687,0.0436428,2701.7019,213.0435,0.5638
f2001_000074,small/F2001.tar!F2001/wav_48000/F2001_000074.wav,F2001,female,kind,7,"상냥한, 친절한, 공손한",normal,skt_index,,,3.9474,44100,1,0.0758182,0.743591,0.073392,3331.5458,233.3333,0.7878
f2001_000075,small/F2001.tar!F2001/wav_48000/F2001_000075.wav,F2001,female,kind,7,"상냥한, 친절한, 공손한",normal,skt_index,,,3.5294,44100,1,0.0319255,0.260193,0.0476077,3712.3091,300.0000,0.4370
f2001_000076,small/F2001.tar!F2001/wav_48000/F2001_000076.wav,F2001,female,kind,7,"상냥한, 친절한, 공손한",normal,skt_index,,,5.6657,44100,1,0.0516783,0.756958,0.065442,3303.0494,188.4615,0.2035
f2001_000077,small/F2001.tar!F2001/wav_48000/F2001_000077.wav,F2001,female,kind,7,"상냥한, 친절한, 공손한",normal,skt_index,,,5.7585,44100,1,0.0336489,0.245605,0.0568062,3800.3012,288.2353,0.6545
f2001_000078,small/F2001.tar!F2001/wav_48000/F2001_000078.wav,F2001,female,kind,7,"상냥한, 친절한, 공손한",normal,skt_index,,,9.6595,44100,1,0.0290878,0.264832,0.0608358,4571.9024,300.0000,0.7060
f2001_000079,small/F2001.tar!F2001/wav_48000/F2001_000079.wav,F2001,female,kind,7,"상냥한, 친절한, 공손한",normal,skt_index,,,6.6409,44100,1,0.0326215,0.302643,0.0692201,4150.9487,229.6875,0.5913
f2001_000080,small/F2001.tar!F2001/wav_48000/F2001_000080.wav,F2001,female,kind,7,"상냥한, 친절한, 공손한",normal,skt_index,,,8.1734,44100,1,0.0697947,0.724121,0.0755284,3924.2040,282.6923,0.6752
f2001_000081,small/F2001.tar!F2001/wav_48000/F2001_000081.wav,F2001,female,dry,8,사무적인 톤의,normal,skt_index,,,3.5759,44100,1,0.0136178,0.142853,0.034535,4401.7295,277.3585,0.8038
f2001_000082,small/F2001.tar!F2001/wav_48000/F2001_000082.wav,F2001,female,dry,8,사무적인 톤의,normal,skt_index,,,8.1734,44100,1,0.0347767,0.340332,0.0487534,2824.1585,222.7273,0.9229
f2001_000083,small/F2001.tar!F2001/wav_48000/F2001_000083.wav,F2001,female,dry,8,사무적인 톤의,normal,skt_index,,,7.7555,44100,1,0.0332352,0.279175,0.051948,3059.4808,386.8421,0.4301
f2001_000084,small/F2001.tar!F2001/wav_48000/F2001_000084.wav,F2001,female,dry,8,사무적인 톤의,normal,skt_index,,,4.0403,44100,1,0.0425865,0.33609,0.0340564,2458.8948,420.0000,0.8582
f2001_000085,small/F2001.tar!F2001/wav_48000/F2001_000085.wav,F2001,female,dry,8,사무적인 톤의,normal,skt_index,,,2.9257,44100,1,0.0258153,0.332306,0.0322966,3052.9783,386.8421,0.4825
f2001_000086,small/F2001.tar!F2001/wav_48000/F2001_000086.wav,F2001,female,dry,8,사무적인 톤의,normal,skt_index,,,5.8050,44100,1,0.0466949,0.577087,0.0477736,3621.5793,190.9091,0.2079
f2001_000087,small/F2001.tar!F2001/wav_48000/F2001_000087.wav,F2001,female,dry,8,사무적인 톤의,normal,skt_index,,,5.9443,44100,1,0.0563247,0.703156,0.0551264,2720.7941,262.5000,0.4564
f2001_000088,small/F2001.tar!F2001/wav_48000/F2001_000088.wav,F2001,female,dry,8,사무적인 톤의,normal,skt_index,,,4.1332,44100,1,0.0213583,0.206268,0.0526085,2408.4389,319.5652,0.2611
f2001_000089,small/F2001.tar!F2001/wav_48000/F2001_000089.wav,F2001,female,dry,8,사무적인 톤의,normal,skt_index,,,4.4582,44100,1,0.0193464,0.184357,0.0460767,2904.0318,201.3699,0.2779
f2001_000090,small/F2001.tar!F2001/wav_48000/F2001_000090.wav,F2001,female,dry,8,사무적인 톤의,normal,skt_index,,,7.5697,44100,1,0.0684261,0.588409,0.0508833,2208.8640,262.5000,0.3996
f2001_000091,small/F2001.tar!F2001/wav_48000/F2001_000091.wav,F2001,female,tease,9,"심술부리듯, 비난하듯, 짜증내듯",angry,skt_index,,,7.1517,44100,1,0.0541831,0.681549,0.0416974,2850.1108,108.8889,0.6734
f2001_000092,small/F2001.tar!F2001/wav_48000/F2001_000092.wav,F2001,female,tease,9,"심술부리듯, 비난하듯, 짜증내듯",angry,skt_index,,,8.4056,44100,1,0.0444219,0.470215,0.0651493,3057.2036,233.3333,0.4909
f2001_000093,small/F2001.tar!F2001/wav_48000/F2001_000093.wav,F2001,female,tease,9,"심술부리듯, 비난하듯, 짜증내듯",angry,skt_index,,,3.7152,44100,1,0.0440382,0.486877,0.0583378,3454.6607,341.8605,0.3970
f2001_000094,small/F2001.tar!F2001/wav_48000/F2001_000094.wav,F2001,female,tease,9,"심술부리듯, 비난하듯, 짜증내듯",angry,skt_index,,,6.5480,44100,1,0.0274005,0.26474,0.0647719,3011.5219,326.6667,0.4378
f2001_000095,small/F2001.tar!F2001/wav_48000/F2001_000095.wav,F2001,female,tease,9,"심술부리듯, 비난하듯, 짜증내듯",angry,skt_index,,,5.5263,44100,1,0.016544,0.135376,0.0574082,5414.1069,181.4815,0.7530
f2001_000096,small/F2001.tar!F2001/wav_48000/F2001_000096.wav,F2001,female,tease,9,"심술부리듯, 비난하듯, 짜증내듯",angry,skt_index,,,8.7771,44100,1,0.0628234,0.581451,0.0562842,3259.7059,334.0909,0.8819
f2001_000097,small/F2001.tar!F2001/wav_48000/F2001_000097.wav,F2001,female,tease,9,"심술부리듯, 비난하듯, 짜증내듯",angry,skt_index,,,5.9443,44100,1,0.0716195,0.605072,0.0448801,2058.0033,96.7105,0.2500
f2001_000098,small/F2001.tar!F2001/wav_48000/F2001_000098.wav,F2001,female,tease,9,"심술부리듯, 비난하듯, 짜증내듯",angry,skt_index,,,7.8019,44100,1,0.0309279,0.304657,0.0578092,3280.2375,408.3333,0.5602
f2001_000099,small/F2001.tar!F2001/wav_48000/F2001_000099.wav,F2001,female,tease,9,"심술부리듯, 비난하듯, 짜증내듯",angry,skt_index,,,4.7833,44100,1,0.122722,1,0.0475863,2563.4575,131.2500,0.2119
f2001_000100,small/F2001.tar!F2001/wav_48000/F2001_000100.wav,F2001,female,tease,9,"심술부리듯, 비난하듯, 짜증내듯",angry,skt_index,,,5.8050,44100,1,0.0585889,0.715637,0.0669885,3192.6006,257.8947,0.5749
f2001_000101,small/F2001.tar!F2001/wav_48000/F2001_000101.wav,F2001,female,doubt,10,"의심스러운 듯, 궁금한 듯",normal,skt_index,,,3.8081,44100,1,0.0643167,0.949982,0.066752,3652.0466,262.5000,0.1894
f2001_000102,small/F2001.tar!F2001/wav_48000/F2001_000102.wav,F2001,female,doubt,10,"의심스러운 듯, 궁금한 듯",normal,skt_index,,,4.2260,44100,1,0.036547,0.327637,0.0478733,3099.1053,253.4483,0.7054
f2001_000103,small/F2001.tar!F2001/wav_48000/F2001_000103.wav,F2001,female,doubt,10,"의심스러운 듯, 궁금한 듯",normal,skt_index,,,3.9942,44100,1,0.0270879,0.257629,0.0476201,3401.3415,334.0909,0.8340
f2001_000104,small/F2001.tar!F2001/wav_48000/F2001_000104.wav,F2001,female,doubt,10,"의심스러운 듯, 궁금한 듯",normal,skt_index,,,10.2168,44100,1,0.0483432,0.561127,0.0558417,3045.3002,82.1229,0.2555
f2001_000105,small/F2001.tar!F2001/wav_48000/F2001_000105.wav,F2001,female,doubt,10,"의심스러운 듯, 궁금한 듯",normal,skt_index,,,4.1796,44100,1,0.0519396,0.675812,0.0481882,3345.5648,367.5000,0.8649
f2001_000106,small/F2001.tar!F2001/wav_48000/F2001_000106.wav,F2001,female,doubt,10,"의심스러운 듯, 궁금한 듯",normal,skt_index,,,6.2694,44100,1,0.0318758,0.316315,0.0363644,2168.6781,245.0000,0.2887
f2001_000107,small/F2001.tar!F2001/wav_48000/F2001_000107.wav,F2001,female,doubt,10,"의심스러운 듯, 궁금한 듯",normal,skt_index,,,5.7585,44100,1,0.0838259,0.785217,0.063528,2891.3633,420.0000,0.6614
f2001_000108,small/F2001.tar!F2001/wav_48000/F2001_000108.wav,F2001,female,doubt,10,"의심스러운 듯, 궁금한 듯",normal,skt_index,,,6.1301,44100,1,0.058028,0.590637,0.0733571,3510.9240,216.1765,0.6148
f2001_000109,small/F2001.tar!F2001/wav_48000/F2001_000109.wav,F2001,female,doubt,10,"의심스러운 듯, 궁금한 듯",normal,skt_index,,,6.4551,44100,1,0.0772565,0.949982,0.0831873,3632.7503,213.0435,0.2605
f2001_000110,small/F2001.tar!F2001/wav_48000/F2001_000110.wav,F2001,female,doubt,10,"의심스러운 듯, 궁금한 듯",normal,skt_index,,,2.3220,44100,1,0.0145047,0.0971069,0.0231448,2931.6719,213.0435,0.8106
f2001_000111,small/F2001.tar!F2001/wav_48000/F2001_000111.wav,F2001,female,surprise,11,깜짝 놀란듯,frustrated,skt_index,,,10.0310,44100,1,0.0369741,0.462219,0.0673739,4081.4396,350.0000,0.6424
f2001_000112,small/F2001.tar!F2001/wav_48000/F2001_000112.wav,F2001,female,surprise,11,깜짝 놀란듯,frustrated,skt_index,,,4.5047,44100,1,0.0235112,0.198059,0.0530014,2257.0014,267.2727,0.6458
f2001_000113,small/F2001.tar!F2001/wav_48000/F2001_000113.wav,F2001,female,surprise,11,깜짝 놀란듯,frustrated,skt_index,,,5.5263,44100,1,0.0196342,0.239105,0.0513313,3531.0578,267.2727,0.6672
f2001_000114,small/F2001.tar!F2001/wav_48000/F2001_000114.wav,F2001,female,surprise,11,깜짝 놀란듯,frustrated,skt_index,,,7.8948,44100,1,0.0308954,0.281738,0.0827352,4558.9442,89.6341,0.5156
f2001_000115,small/F2001.tar!F2001/wav_48000/F2001_000115.wav,F2001,female,surprise,11,깜짝 놀란듯,frustrated,skt_index,,,7.1517,44100,1,0.0238374,0.226288,0.0777606,3946.4097,226.1538,0.3301
f2001_000116,small/F2001.tar!F2001/wav_48000/F2001_000116.wav,F2001,female,surprise,11,깜짝 놀란듯,frustrated,skt_index,,,6.9660,44100,1,0.0674664,0.702209,0.044756,2118.8739,262.5000,0.2551
f2001_000117,small/F2001.tar!F2001/wav_48000/F2001_000117.wav,F2001,female,surprise,11,깜짝 놀란듯,frustrated,skt_index,,,6.5480,44100,1,0.0263381,0.192322,0.0489287,2432.1711,294.0000,0.6822
f2001_000118,small/F2001.tar!F2001/wav_48000/F2001_000118.wav,F2001,female,surprise,11,깜짝 놀란듯,frustrated,skt_index,,,5.3870,44100,1,0.0201889,0.178101,0.0657541,4348.0590,386.8421,0.8983
